Line | Original | Parsed Value
1876 | 32000,00 | 32000.00
1877 | 1800000,00 | 1800000.00
1878 | 3000000,00 | 3000000.00
1879 | 32000,00 | 32000.00
1880 | 9151563,00 | 9151563.00
1881 | 203981,52 | 203981.52
1882 | 10000,00 | 10000.00
1883 | 1200,00 | 1200.00
1884 | 3000000,00 | 3000000.00
1885 | 32000,00 | 32000.00
1886 | 33791,88 | 33791.88
1887 | 268907,57 | 268907.57
1888 | 25000,00 | 25000.00
1889 | 349299,60 | 349299.60
1890 | 150000,00 | 150000.00
1891 | 5200000,00 | 5200000.00
1892 | 64000,00 | 64000.00
1893 | 2000,00 | 2000.00
1894 | 160000,00 | 160000.00
1895 | 611944,68 | 611944.68
1896 | 5200000,00 | 5200000.00
1897 | 64000,00 | 64000.00
1898 | 5200000,00 | 5200000.00
1899 | 64000,00 | 64000.00
1900 | 100000,00 | 100000.00
1901 | 25000,00 | 25000.00
1902 | 11000,00 | 11000.00
1903 | 100000,00 | 100000.00
1904 | 3600000,00 | 3600000.00
1905 | 30000,00 | 30000.00
1906 | 25600,00 | 25600.00
1907 | 40000,00 | 40000.00
1908 | 25000,00 | 25000.00
1909 | 33791,88 | 33791.88
1910 | 80871,72 | 80871.72
1911 | 349299,60 | 349299.60
1912 | 150000,00 | 150000.00
1913 | 25000,00 | 25000.00
1914 | 33791,88 | 33791.88
1915 | 80871,72 | 80871.72
1916 | 349299,60 | 349299.60
1917 | 150000,00 | 150000.00
1918 | 25000,00 | 25000.00
1919 | 33791,88 | 33791.88
1920 | 80871,72 | 80871.72
1921 | 349299,60 | 349299.60
1922 | 150000,00 | 150000.00
1923 | 135000,00 | 135000.00
1924 | 16998,45 | 16998.45
1925 | 120000,00 | 120000.00
1926 | 16998,45 | 16998.45
1927 | 200427,84 | 200427.84
1928 | 150000,00 | 150000.00
1929 | 611944,56 | 611944.56
1930 | 405000,00 | 405000.00
1931 | 50995,35 | 50995.35
1932 | 360000,00 | 360000.00
1933 | 50995,35 | 50995.35
1934 | 373966,20 | 373966.20
1935 | 4363719,35 | 4363719.35
1936 | 6567687,20 | 6567687.20
1937 | 1967153,15 | 1967153.15
1938 | 611944,68 | 611944.68
1939 | 67993,80 | 67993.80
1940 | 203981,52 | 203981.52
1941 | 203981,52 | 203981.52
1942 | 611944,68 | 611944.68
1943 | 203981,52 | 203981.52
1944 | 203981,52 | 203981.52
1945 | 2080941,32 | 2080941.32
1946 | 7545,81 | 7545.81
1947 | 11600,00 | 11600.00
1948 | 2320,00 | 2320.00
1949 | 17400,00 | 17400.00
1950 | 29000,00 | 29000.00
1951 | 16849,00 | 16849.00
1952 | 11600,00 | 11600.00
1953 | 36093,34 | 36093.34
1954 | 19615,60 | 19615.60
1955 | 9472,85 | 9472.85
1956 | 4350,00 | 4350.00
1957 | 29000,00 | 29000.00
1958 | 2320,00 | 2320.00
1959 | 1258,60 | 1258.60
1960 | 15950,00 | 15950.00
1961 | 8700,00 | 8700.00
1962 | 30450,00 | 30450.00
1963 | 36093,34 | 36093.34
1964 | 11600,00 | 11600.00
1965 | 50750,00 | 50750.00
1966 | 48140,00 | 48140.00
1967 | 1160,00 | 1160.00
1968 | 8700,00 | 8700.00
1969 | 11600,00 | 11600.00
1970 | 1740,00 | 1740.00
1971 | 11600,00 | 11600.00
1972 | 36093,34 | 36093.34
1973 | 547675,76 | 547675.76
1974 | 5200000,00 | 5200000.00
1975 | 2000,00 | 2000.00
1976 | 150000,00 | 150000.00
1977 | 4320000,00 | 4320000.00
1978 | 240513,40 | 240513.40
1979 | 48102,68 | 48102.68
1980 | 1121898,48 | 1121898.48
1981 | 30000,00 | 30000.00
1982 | 203861,52 | 203861.52
1983 | 67993,80 | 67993.80
1984 | 480000,00 | 480000.00
1985 | 540000,00 | 540000.00
1986 | 67993,80 | 67993.80
1987 | 150000,00 | 150000.00
1988 | 263062,24 | 263062.24
1989 | 67993,80 | 67993.80
1990 | 2400000,00 | 2400000.00
1991 | 100000,00 | 100000.00
1992 | 480000,00 | 480000.00
1993 | 67993,80 | 67993.80
1994 | 59760,00 | 59760.00
1995 | 14211,00 | 14211.00
1996 | 13800,00 | 13800.00
1997 | 36036,00 | 36036.00
1998 | 75900,00 | 75900.00
1999 | 32874,00 | 32874.00
2000 | 90000,00 | 90000.00
2001 | 6000,00 | 6000.00
2002 | 3000,00 | 3000.00
2003 | 1302,00 | 1302.00
2004 | 9000,00 | 9000.00
2005 | 193200,00 | 193200.00
2006 | 44818,80 | 44818.80
2007 | 3900,00 | 3900.00
2008 | 38033,45 | 38033.45
2009 | 110400,00 | 110400.00
2010 | 6991,20 | 6991.20
2011 | 2400,00 | 2400.00
2012 | 2250,00 | 2250.00
2013 | 5250,00 | 5250.00
2014 | 26658,00 | 26658.00
2015 | 18480,00 | 18480.00
2016 | 79695,00 | 79695.00
2017 | 31620,00 | 31620.00
2018 | 27930,00 | 27930.00
2019 | 4380,00 | 4380.00
2020 | 2247,00 | 2247.00
2021 | 1302,00 | 1302.00
2022 | 47652,00 | 47652.00
2023 | 2447,75 | 2447.75
2024 | 107,52 | 107.52
2025 | 448200,00 | 448200.00
2026 | 108108,00 | 108108.00
2027 | 227700,00 | 227700.00
2028 | 387000,00 | 387000.00
2029 | 6000,00 | 6000.00
2030 | 9000,00 | 9000.00
2031 | 18000,00 | 18000.00
2032 | 1302,00 | 1302.00
2033 | 24000,00 | 24000.00
2034 | 44818,80 | 44818.80
2035 | 2221,50 | 2221.50
2036 | 3900,00 | 3900.00
2037 | 38033,45 | 38033.45
2038 | 62100,00 | 62100.00
2039 | 98622,00 | 98622.00
2040 | 517500,00 | 517500.00
2041 | 46608,00 | 46608.00
2042 | 199935,00 | 199935.00
2043 | 2400,00 | 2400.00
2044 | 3375,00 | 3375.00
2045 | 7875,00 | 7875.00
2046 | 496800,00 | 496800.00
2047 | 132600,00 | 132600.00
2048 | 57000,00 | 57000.00
2049 | 6000,00 | 6000.00
2050 | 1500,00 | 1500.00
2051 | 1032,00 | 1032.00
2052 | 20400,00 | 20400.00
2053 | 44818,80 | 44818.80
2054 | 3900,00 | 3900.00
2055 | 38033,45 | 38033.45
2056 | 149400,00 | 149400.00
2057 | 43125,00 | 43125.00
2058 | 22387,50 | 22387.50
2059 | 49311,00 | 49311.00
2060 | 345000,00 | 345000.00
2061 | 6000,00 | 6000.00
2062 | 6000,00 | 6000.00
2063 | 18000,00 | 18000.00
2064 | 118320,00 | 118320.00
2065 | 1302,00 | 1302.00
2066 | 68818,80 | 68818.80
2067 | 862500,00 | 862500.00
2068 | 3900,00 | 3900.00
2069 | 38033,45 | 38033.45
2070 | 2625,00 | 2625.00
2071 | 333225,00 | 333225.00
2072 | 2400,00 | 2400.00
2073 | 1125,00 | 1125.00
2074 | 607200,00 | 607200.00
2075 | 75900,00 | 75900.00
2076 | 90090,00 | 90090.00
2077 | 113850,00 | 113850.00
2078 | 448200,00 | 448200.00
2079 | 49311,00 | 49311.00
2080 | 630000,00 | 630000.00
2081 | 15000,00 | 15000.00
2082 | 6000,00 | 6000.00
2083 | 36000,00 | 36000.00
2084 | 1302,00 | 1302.00
2085 | 216750,00 | 216750.00
2086 | 48000,00 | 48000.00
2087 | 44818,80 | 44818.80
2088 | 3900,00 | 3900.00
2089 | 8855,52 | 8855.52
2090 | 38033,45 | 38033.45
2091 | 2400,00 | 2400.00
2092 | 3375,00 | 3375.00
2093 | 7875,00 | 7875.00
2094 | 165600,00 | 165600.00
2095 | 20700,00 | 20700.00
2096 | 54054,00 | 54054.00
2097 | 113850,00 | 113850.00
2098 | 611944,68 | 611944.68
2099 | 540000,00 | 540000.00
2100 | 203861,52 | 203861.52
2101 | 611944,68 | 611944.68
2102 | 540000,00 | 540000.00
2103 | 767366,50 | 767366.50
2104 | 30077,78 | 30077.78
2105 | 222225,00 | 222225.00
2106 | 540000,00 | 540000.00
2107 | 203861,52 | 203861.52
2108 | 150000,00 | 150000.00
2109 | 30000,00 | 30000.00
2110 | 6000,00 | 6000.00
2111 | 5400000,00 | 5400000.00
2112 | 67993,80 | 67993.80
2113 | 60000,00 | 60000.00
2114 | 29800,00 | 29800.00
2115 | 62300,00 | 62300.00
2116 | 57200,00 | 57200.00
2117 | 611944,68 | 611944.68
2118 | 240513,40 | 240513.40
2119 | 150000,00 | 150000.00
2120 | 611944,68 | 611944.68
2121 | 611944,68 | 611944.68
2122 | 240513,40 | 240513.40
2123 | 150000,00 | 150000.00
2124 | 37250,01 | 37250.01
2125 | 611944,68 | 611944.68
2126 | 203861,52 | 203861.52
2127 | 3240000,00 | 3240000.00
2128 | 611944,68 | 611944.68
2129 | 203861,52 | 203861.52
2130 | 203861,52 | 203861.52
2131 | 1495384,56 | 1495384.56
2132 | 40000,00 | 40000.00
2133 | 203981,52 | 203981.52
2134 | 60495,06 | 60495.06
2135 | 67993,80 | 67993.80
2136 | 67993,80 | 67993.80
2137 | 67993,80 | 67993.80
2138 | 67993,80 | 67993.80
2139 | 15600000,00 | 15600000.00
2140 | 10800000,00 | 10800000.00
2141 | 42519,78 | 42519.78
2142 | 3240000,00 | 3240000.00
2143 | 739433,04 | 739433.04
2144 | 109733,10 | 109733.10
2145 | 184947,50 | 184947.50
2146 | 186228,98 | 186228.98
2147 | 393146,03 | 393146.03
2148 | 178277,50 | 178277.50
2149 | 214228,77 | 214228.77
2150 | 76000,00 | 76000.00
2151 | 960000,00 | 960000.00
2152 | 67993,80 | 67993.80
2153 | 543950,64 | 543950.64
2154 | 1890702,49 | 1890702.49
2155 | 58921,04 | 58921.04
2156 | 29400,00 | 29400.00
2157 | 2400,00 | 2400.00
2158 | 19500,00 | 19500.00
2159 | 133290,00 | 133290.00
2160 | 21316,50 | 21316.50
2161 | 21721,50 | 21721.50
2162 | 18480,00 | 18480.00
2163 | 253920,00 | 253920.00
2164 | 4140,00 | 4140.00
2165 | 27600,00 | 27600.00
2166 | 12708,00 | 12708.00
2167 | 2247,00 | 2247.00
2168 | 7806,00 | 7806.00
2169 | 36036,00 | 36036.00
2170 | 20292,00 | 20292.00
2171 | 31858,50 | 31858.50
2172 | 43125,00 | 43125.00
2173 | 9000,00 | 9000.00
2174 | 120000,00 | 120000.00
2175 | 3000,00 | 3000.00
2176 | 2256,00 | 2256.00
2177 | 18000,00 | 18000.00
2178 | 23826,00 | 23826.00
2179 | 192,00 | 192.00
2180 | 15540,00 | 15540.00
2181 | 144900,00 | 144900.00
2182 | 597600,00 | 597600.00
2183 | 46608,00 | 46608.00
2184 | 15000,00 | 15000.00
2185 | 780000,00 | 780000.00
2186 | 2447,75 | 2447.75
2187 | 1024,34 | 1024.34
2188 | 808500,00 | 808500.00
2189 | 67228,20 | 67228.20
2190 | 3900,00 | 3900.00
2191 | 76066,00 | 76066.00
2192 | 268935,00 | 268935.00
2193 | 1302,00 | 1302.00
2194 | 36093,34 | 36093.34
2195 | 60000,00 | 60000.00
2196 | 17928,00 | 17928.00
2197 | 1200,00 | 1200.00
2198 | 12000,00 | 12000.00
2199 | 2250,00 | 2250.00
2200 | 2400,00 | 2400.00
2201 | 11652,00 | 11652.00
2202 | 135,00 | 135.00
2203 | 315,00 | 315.00
2204 | 4737,00 | 4737.00
2205 | 2160,00 | 2160.00
2206 | 828,00 | 828.00
2207 | 6000,00 | 6000.00
2208 | 3750,00 | 3750.00
2209 | 1302,00 | 1302.00
2210 | 9045,00 | 9045.00
2211 | 3900,00 | 3900.00
2212 | 18000,00 | 18000.00
2213 | 33791,88 | 33791.88
2214 | 60000,00 | 60000.00
2215 | 13122,80 | 13122.80
2216 | 18000,00 | 18000.00
2217 | 40000,00 | 40000.00
2218 | 483000,00 | 483000.00
2219 | 26019,00 | 26019.00
2220 | 4389,00 | 4389.00
2221 | 48300,00 | 48300.00
2222 | 28000,00 | 28000.00
2223 | 1122800,00 | 1122800.00
2224 | 492100,00 | 492100.00
2225 | 946428,00 | 946428.00
2226 | 138880,00 | 138880.00
2227 | 11200,00 | 11200.00
2228 | 4760,00 | 4760.00
2229 | 100900,80 | 100900.80
2230 | 36428,00 | 36428.00
2231 | 206080,00 | 206080.00
2232 | 25760,00 | 25760.00
2233 | 106260,00 | 106260.00
2234 | 120750,00 | 120750.00
2235 | 3005226,00 | 3005226.00
2236 | 805168,00 | 805168.00
2237 | 527800,00 | 527800.00
2238 | 386400,00 | 386400.00
2239 | 378840,00 | 378840.00
2240 | 238000,00 | 238000.00
2241 | 203981,40 | 203981.40
2242 | 36000,00 | 36000.00
2243 | 1950,00 | 1950.00
2244 | 60000,00 | 60000.00
2245 | 960000,00 | 960000.00
2246 | -420000,00 | -420000.00
2247 | -261216,60 | -261216.60
2248 | -33791,88 | -33791.88
2249 | -9082,47 | -9082.47
2250 | -6000,00 | -6000.00
2251 | -10200,00 | -10200.00
2252 | -120000,00 | -120000.00
2253 | -976,50 | -976.50
2254 | -21600,00 | -21600.00
2255 | -22500,00 | -22500.00
2256 | -54000,00 | -54000.00
2257 | -24607,29 | -24607.29
2258 | -610,50 | -610.50
2259 | 839940,00 | 839940.00
2260 | 124655,40 | 124655.40
2261 | 90000,00 | 90000.00
2262 | 67993,80 | 67993.80
2263 | 67993,80 | 67993.80
2264 | 67993,80 | 67993.80
2265 | 203981,40 | 203981.40
2266 | 39661,60 | 39661.60
2267 | 67993,80 | 67993.80
2268 | 77250,00 | 77250.00
2269 | 2250,00 | 2250.00
2270 | 270,00 | 270.00
2271 | 60000,00 | 60000.00
2272 | 2691,00 | 2691.00
2273 | 2821,50 | 2821.50
2274 | 18022,14 | 18022.14
2275 | 108936,90 | 108936.90
2276 | 26248,38 | 26248.38
2277 | 12000,00 | 12000.00
2278 | 3000,00 | 3000.00
2279 | 2250,00 | 2250.00
2280 | 3000,00 | 3000.00
2281 | 1302,00 | 1302.00
2282 | 1500,00 | 1500.00
2283 | 14400,00 | 14400.00
2284 | 92817,84 | 92817.84
2285 | 1831,50 | 1831.50
2286 | 179280,00 | 179280.00
2287 | 600,00 | 600.00
2288 | 12000,00 | 12000.00
2289 | 21600,00 | 21600.00
2290 | 8280,00 | 8280.00
2291 | 1212,00 | 1212.00
2292 | 2400,00 | 2400.00
2293 | 21600,00 | 21600.00
2294 | 1165,20 | 1165.20
2295 | 1350,00 | 1350.00
2296 | 3150,00 | 3150.00
2297 | 15000,00 | 15000.00
2298 | 6000,00 | 6000.00
2299 | 142800,00 | 142800.00
2300 | 16998,60 | 16998.60
2301 | 16998,60 | 16998.60
2302 | 16998,60 | 16998.60
2303 | 16998,60 | 16998.60
2304 | 56661,50 | 56661.50
2305 | 5666,20 | 5666.20
2306 | 5666,20 | 5666.20
2307 | 5666,20 | 5666.20
2308 | 5666,20 | 5666.20
2309 | 39663,05 | 39663.05
2310 | -168000,00 | -168000.00
2311 | -373966,19 | -373966.19
2312 | 95250,00 | 95250.00
2313 | 22410,00 | 22410.00
2314 | 3301,40 | 3301.40
2315 | 3000,00 | 3000.00
2316 | 431,25 | 431.25
2317 | 1006,25 | 1006.25
2318 | 16661,25 | 16661.25
2319 | 11859,38 | 11859.38
2320 | 1540,00 | 1540.00
2321 | 6900,00 | 6900.00
2322 | 1010,00 | 1010.00
2323 | 6250,00 | 6250.00
2324 | 2645,00 | 2645.00
2325 | 10590,00 | 10590.00
2326 | 26548,75 | 26548.75
2327 | 9911,25 | 9911.25
2328 | 6000,00 | 6000.00
2329 | 3750,00 | 3750.00
2330 | 750,00 | 750.00
2331 | 10143,75 | 10143.75
2332 | 125000,00 | 125000.00
2333 | 747,50 | 747.50
2334 | 54250,00 | 54250.00
2335 | 783,75 | 783.75
2336 | 39110,42 | 39110.42
2337 | 65699,64 | 65699.64
2338 | 17752,77 | 17752.77
2339 | 5783,24 | 5783.24
2340 | 121041,00 | 121041.00
2341 | 128913,68 | 128913.68
2342 | 21873,65 | 21873.65
2343 | 15000,00 | 15000.00
2344 | 45000,00 | 45000.00
2345 | 1085,00 | 1085.00
2346 | 4375,00 | 4375.00
2347 | 28175,00 | 28175.00
2348 | 184436,04 | 184436.04
2349 | 7631,25 | 7631.25
2350 | 50995,35 | 50995.35
2351 | 50995,35 | 50995.35
2352 | 67993,80 | 67993.80
2353 | 203981,40 | 203981.40
2354 | 203981,52 | 203981.52
2355 | 67993,80 | 67993.80
2356 | 5666,13 | 5666.13
2357 | 5666,13 | 5666.13
2358 | 5666,13 | 5666.13
2359 | 5666,13 | 5666.13
2360 | 67993,80 | 67993.80
2361 | 203981,52 | 203981.52
2362 | 5666,13 | 5666.13
2363 | 35999,86 | 35999.86
2364 | 5666,13 | 5666.13
2365 | 35999,86 | 35999.86
2366 | 5666,13 | 5666.13
2367 | 35999,86 | 35999.86
2368 | 5666,13 | 5666.13
2369 | 35999,86 | 35999.86
2370 | 611944,68 | 611944.68
2371 | 181706,00 | 181706.00
2372 | -203981,40 | -203981.40
2373 | 5666,20 | 5666.20
2374 | 5666,20 | 5666.20
2375 | 5666,20 | 5666.20
2376 | 5666,20 | 5666.20
2377 | 150000,00 | 150000.00
2378 | 124655,40 | 124655.40
2379 | 263062,22 | 263062.22
2380 | 67993,80 | 67993.80
2381 | 5666,20 | 5666.20
2382 | 5666,20 | 5666.20
2383 | 5666,20 | 5666.20
2384 | 5666,20 | 5666.20
2385 | 203981,52 | 203981.52
2386 | 5666,20 | 5666.20
2387 | 5666,20 | 5666.20
2388 | 5666,20 | 5666.20
2389 | 5666,20 | 5666.20
2390 | 203981,52 | 203981.52
2391 | 5666,20 | 5666.20
2392 | 5666,20 | 5666.20
2393 | 5666,20 | 5666.20
2394 | 5666,20 | 5666.20
2395 | 611944,68 | 611944.68
2396 | 5666,20 | 5666.20
2397 | 5666,20 | 5666.20
2398 | 5666,20 | 5666.20
2399 | 5666,20 | 5666.20
2400 | 168000,00 | 168000.00
2401 | 373966,19 | 373966.19
2402 | 18112,50 | 18112.50
2403 | 2310,00 | 2310.00
2404 | 5555,00 | 5555.00
2405 | 690,00 | 690.00
2406 | 690,00 | 690.00
2407 | 15180,00 | 15180.00
2408 | 21180,00 | 21180.00
2409 | 53097,50 | 53097.50
2410 | 19822,50 | 19822.50
2411 | 5000,00 | 5000.00
2412 | 2490,00 | 2490.00
2413 | 1500,00 | 1500.00
2414 | 5000,00 | 5000.00
2415 | 1085,00 | 1085.00
2416 | 1250,00 | 1250.00
2417 | 16885,00 | 16885.00
2418 | 28159,90 | 28159.90
2419 | 63250,00 | 63250.00
2420 | 12817,20 | 12817.20
2421 | 1000,00 | 1000.00
2422 | 187,50 | 187.50
2423 | 437,50 | 437.50
2424 | 33692,75 | 33692.75
2425 | 18750,00 | 18750.00
2426 | 25000,00 | 25000.00
2427 | 1017,50 | 1017.50
2428 | 40166,20 | 40166.20
2429 | 78865,21 | 78865.21
2430 | 93491,55 | 93491.55
2431 | 135000,00 | 135000.00
2432 | 5666,20 | 5666.20
2433 | 5666,20 | 5666.20
2434 | 5666,20 | 5666.20
2435 | 5666,20 | 5666.20
2436 | 31163,85 | 31163.85
2437 | 135000,00 | 135000.00
2438 | 5666,20 | 5666.20
2439 | 5666,20 | 5666.20
2440 | 5666,20 | 5666.20
2441 | 5666,20 | 5666.20
2442 | 8850,00 | 8850.00
2443 | 3392,50 | 3392.50
2444 | 6505,00 | 6505.00
2445 | 16910,00 | 16910.00
2446 | 8166,25 | 8166.25
2447 | 1650,00 | 1650.00
2448 | 20000,00 | 20000.00
2449 | 53223,75 | 53223.75
2450 | 30077,78 | 30077.78
2451 | 6250,00 | 6250.00
2452 | 2500,00 | 2500.00
2453 | 5000,00 | 5000.00
2454 | 813,75 | 813.75
2455 | 59368,75 | 59368.75
2456 | 23770,05 | 23770.05
2457 | 1540,00 | 1540.00
2458 | 61375,00 | 61375.00
2459 | 40166,20 | 40166.20
2460 | 70115,30 | 70115.30
2461 | 76919,70 | 76919.70
2462 | 1017,50 | 1017.50
2463 | 124655,40 | 124655.40
2464 | 23000,00 | 23000.00
2465 | 60300,00 | 60300.00
2466 | 25000,00 | 25000.00
2467 | 1000,00 | 1000.00
2468 | 37500,00 | 37500.00
2469 | 96360,00 | 96360.00
2470 | 110000,00 | 110000.00
2471 | 75000,00 | 75000.00
2472 | 400000,00 | 400000.00
2473 | 138000,00 | 138000.00
2474 | 60000,00 | 60000.00
2475 | 750000,00 | 750000.00
2476 | 40000,00 | 40000.00
2477 | 4812,50 | 4812.50
2478 | 7500,00 | 7500.00
2479 | 2062,50 | 2062.50
2480 | 62500,00 | 62500.00
2481 | 10000,00 | 10000.00
2482 | 5000,00 | 5000.00
2483 | 12750,00 | 12750.00
2484 | 22700,00 | 22700.00
2485 | 37500,00 | 37500.00
2486 | 18285,00 | 18285.00
2487 | 58168,75 | 58168.75
2488 | 5300,00 | 5300.00
2489 | 1006,25 | 1006.25
2490 | 431,25 | 431.25
2491 | 125000,00 | 125000.00
2492 | 20000,00 | 20000.00
2493 | 10000,00 | 10000.00
2494 | 443835,25 | 443835.25
2495 | 775431,30 | 775431.30
2496 | 101990,78 | 101990.78
2497 | 33996,92 | 33996.92
2498 | 320000,00 | 320000.00
2499 | 931274,46 | 931274.46
2500 | 53310,78 | 53310.78
2501 | 28000,00 | 28000.00
2502 | 62327,70 | 62327.70
2503 | 203981,40 | 203981.40
2504 | 49500,00 | 49500.00
2505 | 62327,70 | 62327.70
2506 | 13000,00 | 13000.00
2507 | 7500,00 | 7500.00
2508 | 3450,00 | 3450.00
2509 | 1000,00 | 1000.00
2510 | 240000,00 | 240000.00
2511 | 30000,00 | 30000.00
2512 | 568,75 | 568.75
2513 | 243,75 | 243.75
2514 | 59152,50 | 59152.50
2515 | 5666,20 | 5666.20
2516 | 5666,20 | 5666.20
2517 | 5666,20 | 5666.20
2518 | 5666,20 | 5666.20
2519 | 420000,00 | 420000.00
2520 | 261216,60 | 261216.60
2521 | 33791,88 | 33791.88
2522 | 9082,47 | 9082.47
2523 | 6000,00 | 6000.00
2524 | 10200,00 | 10200.00
2525 | 120000,00 | 120000.00
2526 | 976,50 | 976.50
2527 | 21600,00 | 21600.00
2528 | 22500,00 | 22500.00
2529 | 54000,00 | 54000.00
2530 | 24607,29 | 24607.29
2531 | 610,50 | 610.50
2532 | 5666,20 | 5666.20
2533 | 5666,20 | 5666.20
2534 | 5666,20 | 5666.20
2535 | 5666,20 | 5666.20
2536 | 339600,00 | 339600.00
2537 | 12000,00 | 12000.00
2538 | 18000,00 | 18000.00
2539 | 131880,00 | 131880.00
2540 | 900,00 | 900.00
2541 | 337942,50 | 337942.50
2542 | 1340625,00 | 1340625.00
2543 | 2400,00 | 2400.00
2544 | 770400,00 | 770400.00
2545 | 256800,00 | 256800.00
2546 | 1080000,00 | 1080000.00
2547 | 14857,50 | 14857.50
2548 | 6367,50 | 6367.50
2549 | 75000,00 | 75000.00
2550 | 611944,68 | 611944.68
2551 | 90000,00 | 90000.00
2552 | 67993,80 | 67993.80
2553 | 203981,52 | 203981.52
2554 | 3240000,00 | 3240000.00
2555 | 24000,00 | 24000.00
2556 | 67993,80 | 67993.80
2557 | 10800000,00 | 10800000.00
2558 | 1200000,00 | 1200000.00
2559 | 31200000,00 | 31200000.00
2560 | 72000,00 | 72000.00
2561 | 203981,52 | 203981.52
2562 | 203981,52 | 203981.52
2563 | 540000,00 | 540000.00
2564 | 10800000,00 | 10800000.00
2565 | 5400000,00 | 5400000.00
2566 | 203981,52 | 203981.52
2567 | 1920000,00 | 1920000.00
2568 | 33791,88 | 33791.88
2569 | 60000,00 | 60000.00
2570 | 150000,00 | 150000.00
2571 | 48998,23 | 48998.23
2572 | 3600000,00 | 3600000.00
2573 | 1200000,00 | 1200000.00
2574 | 3240000,00 | 3240000.00
2575 | 611944,68 | 611944.68
2576 | 10800000,00 | 10800000.00
2577 | 360000,00 | 360000.00
2578 | 67993,80 | 67993.80
2579 | 120000,00 | 120000.00
2580 | 80000,00 | 80000.00
2581 | 16998,39 | 16998.39
2582 | 67583,76 | 67583.76
2583 | 60000,00 | 60000.00
2584 | 359998,56 | 359998.56
2585 | 150000,00 | 150000.00
2586 | 152986,17 | 152986.17
2587 | 300000,00 | 300000.00
2588 | 67993,80 | 67993.80
2589 | 120000,00 | 120000.00
2590 | 45000,00 | 45000.00
2591 | 203981,52 | 203981.52
2592 | 120000,00 | 120000.00
2593 | 45000,00 | 45000.00
2594 | 18000000,00 | 18000000.00
2595 | 72000,00 | 72000.00
2596 | 127488,45 | 127488.45
2597 | 1200000,00 | 1200000.00
2598 | 67993,80 | 67993.80
2599 | 31200000,00 | 31200000.00
2600 | 72000,00 | 72000.00
2601 | 560949,29 | 560949.29
2602 | 3960000,00 | 3960000.00
2603 | 150000,00 | 150000.00
2604 | 611944,68 | 611944.68
2605 | 1200000,00 | 1200000.00
2606 | 152986,17 | 152986.17
2607 | 300000,00 | 300000.00
2608 | 611944,68 | 611944.68
2609 | 120000,00 | 120000.00
2610 | 80000,00 | 80000.00
2611 | 99999,60 | 99999.60
2612 | 99999,60 | 99999.60
2613 | 99999,60 | 99999.60
2614 | 99999,60 | 99999.60
2615 | 2599989,60 | 2599989.60
2616 | 2599989,60 | 2599989.60
2617 | 2599989,60 | 2599989.60
2618 | 2599989,60 | 2599989.60
2619 | 540000,00 | 540000.00
2620 | 67993,80 | 67993.80
2621 | 540000,00 | 540000.00
2622 | 72000,00 | 72000.00
2623 | 67993,80 | 67993.80
2624 | 432000,00 | 432000.00
2625 | 432000,00 | 432000.00
2626 | 960000,00 | 960000.00
2627 | 67993,80 | 67993.80
2628 | 12499,95 | 12499.95
2629 | 35999,86 | 35999.86
2630 | 5666,13 | 5666.13
2631 | 21921,77 | 21921.77
2632 | 12499,95 | 12499.95
2633 | 35999,86 | 35999.86
2634 | 5666,13 | 5666.13
2635 | 21921,77 | 21921.77
2636 | 12499,95 | 12499.95
2637 | 35999,86 | 35999.86
2638 | 5666,13 | 5666.13
2639 | 21921,77 | 21921.77
2640 | 12499,95 | 12499.95
2641 | 35999,86 | 35999.86
2642 | 5666,13 | 5666.13
2643 | 21921,77 | 21921.77
2644 | 12499,95 | 12499.95
2645 | 5999,98 | 5999.98
2646 | 12499,95 | 12499.95
2647 | 5999,98 | 5999.98
2648 | 12499,95 | 12499.95
2649 | 5999,98 | 5999.98
2650 | 12499,95 | 12499.95
2651 | 5999,98 | 5999.98
2652 | 15562,50 | 15562.50
2653 | 17500,00 | 17500.00
2654 | 50000,00 | 50000.00
2655 | 10000,00 | 10000.00
2656 | 18612,50 | 18612.50
2657 | 74700,00 | 74700.00
2658 | 50000,00 | 50000.00
2659 | 12000,00 | 12000.00
2660 | 30000,00 | 30000.00
2661 | 33340,00 | 33340.00
2662 | 263062,22 | 263062.22
2663 | 611944,68 | 611944.68
2664 | 230400,00 | 230400.00
2665 | 7200000,00 | 7200000.00
2666 | 1800000,00 | 1800000.00
2667 | 1800000,00 | 1800000.00
2668 | 415,00 | 415.00
2669 | 32000,00 | 32000.00
2670 | 431,25 | 431.25
2671 | 14000,00 | 14000.00
2672 | 50000,00 | 50000.00
2673 | 24211,56 | 24211.56
2674 | 90000,00 | 90000.00
2675 | 100000,00 | 100000.00
2676 | 263062,22 | 263062.22
2677 | 203981,52 | 203981.52
2678 | 25000,00 | 25000.00
2679 | 50000,00 | 50000.00
2680 | 263062,22 | 263062.22
2681 | 60000,00 | 60000.00
2682 | 611944,68 | 611944.68
2683 | 108000,00 | 108000.00
2684 | 30800,00 | 30800.00
2685 | 18000,00 | 18000.00
2686 | 30000,00 | 30000.00
2687 | 12500,00 | 12500.00
2688 | 7200,00 | 7200.00
2689 | 91125,00 | 91125.00
2690 | 28165,00 | 28165.00
2691 | 51875,00 | 51875.00
2692 | 50000,00 | 50000.00
2693 | 30000,00 | 30000.00
2694 | 263062,22 | 263062.22
